seed,family,number_of_items,capacity,weights,values,greedy_value,optimal_value,failure,relative_gap
352,strongly_correlated,20,216,"(19, 10, 48, 5, 43, 18, 9, 38, 13, 31, 5, 14, 35, 19, 46, 48, 8, 5, 8, 11)","(29, 20, 58, 15, 53, 28, 19, 48, 23, 41, 15, 24, 45, 29, 56, 58, 18, 15, 18, 21)",360,363,True,0.008264462809917356
353,strongly_correlated,20,288,"(7, 6, 25, 47, 6, 39, 32, 26, 36, 7, 48, 37, 31, 25, 35, 44, 23, 49, 38, 14)","(17, 16, 35, 57, 16, 49, 42, 36, 46, 17, 58, 47, 41, 35, 45, 54, 33, 59, 48, 24)",403,418,True,0.03588516746411483
354,strongly_correlated,20,246,"(14, 13, 6, 43, 7, 50, 49, 41, 10, 1, 7, 20, 15, 41, 43, 39, 28, 35, 11, 19)","(24, 23, 16, 53, 17, 60, 59, 51, 20, 11, 17, 30, 25, 51, 53, 49, 38, 45, 21, 29)",365,386,True,0.054404145077720206
355,strongly_correlated,20,258,"(11, 8, 40, 25, 22, 4, 10, 36, 39, 35, 7, 10, 14, 25, 46, 33, 38, 39, 32, 42)","(21, 18, 50, 35, 32, 14, 20, 46, 49, 45, 17, 20, 24, 35, 56, 43, 48, 49, 42, 52)",366,388,True,0.05670103092783505
356,strongly_correlated,20,286,"(42, 3, 31, 17, 27, 28, 40, 29, 34, 36, 27, 13, 36, 22, 28, 28, 44, 41, 26, 20)","(52, 13, 41, 27, 37, 38, 50, 39, 44, 46, 37, 23, 46, 32, 38, 38, 54, 51, 36, 30)",388,406,True,0.04433497536945813
357,strongly_correlated,20,214,"(12, 24, 45, 5, 11, 16, 18, 10, 35, 15, 26, 50, 27, 11, 43, 3, 23, 21, 3, 31)","(22, 34, 55, 15, 21, 26, 28, 20, 45, 25, 36, 60, 37, 21, 53, 13, 33, 31, 13, 41)",338,354,True,0.04519774011299435
358,strongly_correlated,20,214,"(49, 16, 14, 26, 48, 20, 13, 2, 7, 5, 10, 44, 45, 4, 15, 21, 29, 23, 11, 27)","(59, 26, 24, 36, 58, 30, 23, 12, 17, 15, 20, 54, 55, 14, 25, 31, 39, 33, 21, 37)",364,364,False,0.0
359,strongly_correlated,20,256,"(6, 33, 26, 38, 32, 37, 19, 49, 27, 2, 33, 6, 44, 7, 13, 3, 41, 45, 4, 46)","(16, 43, 36, 48, 42, 47, 29, 59, 37, 12, 43, 16, 54, 17, 23, 13, 51, 55, 14, 56)",388,396,True,0.020202020202020204
360,strongly_correlated,20,228,"(15, 20, 16, 43, 6, 14, 44, 10, 36, 12, 6, 16, 5, 46, 8, 50, 50, 21, 30, 9)","(25, 30, 26, 53, 16, 24, 54, 20, 46, 22, 16, 26, 15, 56, 18, 60, 60, 31, 40, 19)",374,374,False,0.0
361,strongly_correlated,20,290,"(40, 9, 48, 50, 26, 26, 29, 2, 28, 47, 9, 40, 11, 40, 40, 24, 25, 38, 20, 27)","(50, 19, 58, 60, 36, 36, 39, 12, 38, 57, 19, 50, 21, 50, 50, 34, 35, 48, 30, 37)",404,420,True,0.0380952380952381
362,strongly_correlated,20,332,"(50, 34, 34, 40, 24, 16, 33, 42, 23, 39, 34, 44, 41, 48, 50, 20, 23, 17, 29, 24)","(60, 44, 44, 50, 34, 26, 43, 52, 33, 49, 44, 54, 51, 58, 60, 30, 33, 27, 39, 34)",431,452,True,0.046460176991150445
363,strongly_correlated,20,221,"(50, 11, 3, 35, 11, 20, 5, 6, 34, 43, 27, 5, 50, 27, 10, 47, 16, 24, 14, 4)","(60, 21, 13, 45, 21, 30, 15, 16, 44, 53, 37, 15, 60, 37, 20, 57, 26, 34, 24, 14)",367,368,True,0.002717391304347826
364,strongly_correlated,20,240,"(1, 6, 32, 1, 2, 12, 22, 15, 10, 34, 42, 42, 13, 45, 46, 12, 49, 47, 46, 3)","(11, 16, 42, 11, 12, 22, 32, 25, 20, 44, 52, 52, 23, 55, 56, 22, 59, 57, 56, 13)",345,380,True,0.09210526315789473
365,strongly_correlated,20,261,"(44, 19, 46, 49, 10, 19, 39, 13, 33, 25, 37, 25, 43, 36, 12, 2, 13, 49, 7, 1)","(54, 29, 56, 59, 20, 29, 49, 23, 43, 35, 47, 35, 53, 46, 22, 12, 23, 59, 17, 11)",392,401,True,0.022443890274314215
366,strongly_correlated,20,258,"(5, 32, 47, 50, 8, 10, 34, 25, 44, 25, 22, 41, 11, 45, 7, 10, 26, 29, 39, 5)","(15, 42, 57, 60, 18, 20, 44, 35, 54, 35, 32, 51, 21, 55, 17, 20, 36, 39, 49, 15)",389,398,True,0.022613065326633167
367,strongly_correlated,20,238,"(3, 34, 45, 32, 2, 23, 15, 1, 48, 20, 26, 29, 50, 45, 43, 37, 2, 4, 15, 2)","(13, 44, 55, 42, 12, 33, 25, 11, 58, 30, 36, 39, 60, 55, 53, 47, 12, 14, 25, 12)",348,378,True,0.07936507936507936
368,strongly_correlated,20,249,"(31, 38, 4, 3, 13, 49, 7, 31, 40, 39, 40, 36, 18, 9, 22, 30, 25, 8, 7, 48)","(41, 48, 14, 13, 23, 59, 17, 41, 50, 49, 50, 46, 28, 19, 32, 40, 35, 18, 17, 58)",384,388,True,0.010309278350515464
369,strongly_correlated,20,252,"(50, 24, 50, 20, 46, 16, 40, 3, 1, 28, 14, 34, 8, 39, 10, 36, 32, 5, 23, 25)","(60, 34, 60, 30, 56, 26, 50, 13, 11, 38, 24, 44, 18, 49, 20, 46, 42, 15, 33, 35)",383,392,True,0.02295918367346939
370,strongly_correlated,20,290,"(8, 41, 50, 19, 38, 34, 18, 43, 6, 19, 40, 39, 10, 38, 48, 50, 1, 31, 4, 44)","(18, 51, 60, 29, 48, 44, 28, 53, 16, 29, 50, 49, 20, 48, 58, 60, 11, 41, 14, 54)",395,420,True,0.05952380952380952
371,strongly_correlated,20,278,"(20, 39, 27, 27, 40, 7, 16, 21, 49, 4, 14, 40, 37, 14, 49, 40, 48, 26, 38, 1)","(30, 49, 37, 37, 50, 17, 26, 31, 59, 14, 24, 50, 47, 24, 59, 50, 58, 36, 48, 11)",382,408,True,0.06372549019607843
372,strongly_correlated,20,272,"(8, 46, 48, 24, 16, 6, 34, 14, 46, 30, 28, 39, 33, 48, 14, 28, 9, 38, 20, 16)","(18, 56, 58, 34, 26, 16, 44, 24, 56, 40, 38, 49, 43, 58, 24, 38, 19, 48, 30, 26)",376,402,True,0.06467661691542288
373,strongly_correlated,20,278,"(3, 8, 43, 48, 8, 46, 13, 16, 40, 39, 21, 26, 28, 49, 41, 43, 30, 20, 30, 5)","(13, 18, 53, 58, 18, 56, 23, 26, 50, 49, 31, 36, 38, 59, 51, 53, 40, 30, 40, 15)",377,408,True,0.07598039215686274
374,strongly_correlated,20,325,"(22, 10, 46, 33, 50, 9, 10, 47, 48, 33, 35, 16, 49, 32, 47, 18, 27, 34, 43, 41)","(32, 20, 56, 43, 60, 19, 20, 57, 58, 43, 45, 26, 59, 42, 57, 28, 37, 44, 53, 51)",450,455,True,0.01098901098901099
375,strongly_correlated,20,299,"(15, 24, 16, 45, 28, 12, 50, 17, 12, 34, 21, 12, 40, 50, 28, 25, 34, 43, 46, 46)","(25, 34, 26, 55, 38, 22, 60, 27, 22, 44, 31, 22, 50, 60, 38, 35, 44, 53, 56, 56)",408,429,True,0.04895104895104895
376,strongly_correlated,20,268,"(44, 47, 47, 26, 31, 19, 11, 43, 34, 7, 28, 25, 12, 38, 1, 29, 21, 11, 20, 41)","(54, 57, 57, 36, 41, 29, 21, 53, 44, 17, 38, 35, 22, 48, 11, 39, 31, 21, 30, 51)",371,398,True,0.0678391959798995
377,strongly_correlated,20,230,"(16, 33, 7, 46, 16, 6, 49, 2, 31, 16, 22, 32, 41, 12, 22, 35, 19, 3, 33, 19)","(26, 43, 17, 56, 26, 16, 59, 12, 41, 26, 32, 42, 51, 22, 32, 45, 29, 13, 43, 29)",363,368,True,0.01358695652173913
378,strongly_correlated,20,252,"(2, 19, 46, 26, 45, 30, 10, 47, 29, 28, 2, 10, 15, 22, 7, 39, 44, 50, 31, 1)","(12, 29, 56, 36, 55, 40, 20, 57, 39, 38, 12, 20, 25, 32, 17, 49, 54, 60, 41, 11)",372,392,True,0.05102040816326531
379,strongly_correlated,20,306,"(2, 13, 35, 33, 50, 22, 44, 38, 21, 49, 30, 37, 22, 48, 32, 41, 50, 8, 26, 10)","(12, 23, 45, 43, 60, 32, 54, 48, 31, 59, 40, 47, 32, 58, 42, 51, 60, 18, 36, 20)",421,436,True,0.034403669724770644
380,strongly_correlated,20,292,"(9, 22, 37, 27, 36, 29, 15, 48, 38, 13, 40, 34, 17, 30, 43, 47, 40, 17, 25, 18)","(19, 32, 47, 37, 46, 39, 25, 58, 48, 23, 50, 44, 27, 40, 53, 57, 50, 27, 35, 28)",422,422,False,0.0
381,strongly_correlated,20,272,"(31, 31, 37, 2, 13, 7, 19, 42, 14, 34, 40, 38, 40, 39, 18, 41, 15, 25, 42, 15)","(41, 41, 47, 12, 23, 17, 29, 52, 24, 44, 50, 48, 50, 49, 28, 51, 25, 35, 52, 25)",391,402,True,0.02736318407960199
382,strongly_correlated,20,254,"(4, 17, 9, 22, 15, 33, 49, 3, 22, 38, 50, 32, 37, 11, 22, 21, 46, 3, 44, 29)","(14, 27, 19, 32, 25, 43, 59, 13, 32, 48, 60, 42, 47, 21, 32, 31, 56, 13, 54, 39)",383,394,True,0.027918781725888325
383,strongly_correlated,20,236,"(34, 34, 26, 10, 15, 31, 7, 42, 24, 20, 47, 13, 6, 45, 13, 18, 35, 8, 44, 1)","(44, 44, 36, 20, 25, 41, 17, 52, 34, 30, 57, 23, 16, 55, 23, 28, 45, 18, 54, 11)",366,376,True,0.026595744680851064
384,strongly_correlated,20,246,"(42, 25, 4, 35, 48, 50, 2, 41, 24, 16, 29, 16, 8, 45, 36, 15, 25, 19, 4, 9)","(52, 35, 14, 45, 58, 60, 12, 51, 34, 26, 39, 26, 18, 55, 46, 25, 35, 29, 14, 19)",371,386,True,0.038860103626943004
385,strongly_correlated,20,220,"(5, 32, 26, 34, 20, 2, 25, 14, 37, 25, 24, 34, 10, 16, 49, 41, 27, 6, 11, 2)","(15, 42, 36, 44, 30, 12, 35, 24, 47, 35, 34, 44, 20, 26, 59, 51, 37, 16, 21, 12)",353,360,True,0.019444444444444445
386,strongly_correlated,20,276,"(40, 20, 45, 26, 35, 29, 27, 4, 34, 2, 16, 17, 50, 17, 45, 37, 16, 41, 19, 31)","(50, 30, 55, 36, 45, 39, 37, 14, 44, 12, 26, 27, 60, 27, 55, 47, 26, 51, 29, 41)",388,406,True,0.04433497536945813
387,strongly_correlated,20,188,"(29, 14, 3, 12, 14, 13, 24, 18, 33, 8, 39, 47, 15, 6, 6, 16, 33, 27, 19, 1)","(39, 24, 13, 22, 24, 23, 34, 28, 43, 18, 49, 57, 25, 16, 16, 26, 43, 37, 29, 11)",309,328,True,0.057926829268292686
388,strongly_correlated,20,236,"(24, 23, 24, 44, 12, 44, 6, 29, 16, 13, 24, 16, 28, 13, 49, 41, 42, 5, 5, 13)","(34, 33, 34, 54, 22, 54, 16, 39, 26, 23, 34, 26, 38, 23, 59, 51, 52, 15, 15, 23)",362,376,True,0.03723404255319149
389,strongly_correlated,20,252,"(43, 41, 23, 37, 27, 35, 15, 16, 31, 46, 25, 9, 26, 13, 47, 16, 5, 29, 15, 4)","(53, 51, 33, 47, 37, 45, 25, 26, 41, 56, 35, 19, 36, 23, 57, 26, 15, 39, 25, 14)",353,382,True,0.07591623036649214
390,strongly_correlated,20,278,"(37, 38, 6, 33, 35, 40, 33, 30, 1, 14, 49, 21, 41, 18, 40, 44, 34, 14, 23, 4)","(47, 48, 16, 43, 45, 50, 43, 40, 11, 24, 59, 31, 51, 28, 50, 54, 44, 24, 33, 14)",396,408,True,0.029411764705882353
391,strongly_correlated,20,270,"(32, 11, 46, 41, 16, 43, 10, 11, 32, 3, 44, 32, 39, 45, 3, 16, 15, 28, 47, 25)","(42, 21, 56, 51, 26, 53, 20, 21, 42, 13, 54, 42, 49, 55, 13, 26, 25, 38, 57, 35)",364,400,True,0.09
392,strongly_correlated,20,293,"(40, 30, 30, 39, 47, 43, 14, 32, 14, 21, 13, 34, 5, 20, 49, 14, 42, 20, 38, 41)","(50, 40, 40, 49, 57, 53, 24, 42, 24, 31, 23, 44, 15, 30, 59, 24, 52, 30, 48, 51)",415,423,True,0.018912529550827423
393,strongly_correlated,20,192,"(24, 21, 11, 1, 49, 27, 30, 37, 9, 4, 15, 16, 5, 1, 3, 16, 30, 36, 36, 14)","(34, 31, 21, 11, 59, 37, 40, 47, 19, 14, 25, 26, 15, 11, 13, 26, 40, 46, 46, 24)",307,332,True,0.07530120481927711
394,strongly_correlated,20,265,"(16, 16, 23, 45, 14, 32, 5, 22, 24, 13, 12, 41, 46, 26, 37, 14, 48, 30, 27, 39)","(26, 26, 33, 55, 24, 42, 15, 32, 34, 23, 22, 51, 56, 36, 47, 24, 58, 40, 37, 49)",372,395,True,0.05822784810126582
395,strongly_correlated,20,240,"(24, 22, 2, 9, 43, 39, 40, 8, 24, 5, 49, 24, 8, 27, 9, 20, 35, 35, 20, 37)","(34, 32, 12, 19, 53, 49, 50, 18, 34, 15, 59, 34, 18, 37, 19, 30, 45, 45, 30, 47)",377,379,True,0.005277044854881266
396,strongly_correlated,20,236,"(4, 18, 42, 17, 36, 49, 10, 23, 27, 6, 24, 33, 18, 40, 26, 6, 27, 24, 31, 11)","(14, 28, 52, 27, 46, 59, 20, 33, 37, 16, 34, 43, 28, 50, 36, 16, 37, 34, 41, 21)",344,366,True,0.060109289617486336
397,strongly_correlated,20,262,"(8, 6, 26, 30, 50, 48, 1, 45, 18, 38, 10, 16, 47, 26, 26, 8, 24, 21, 43, 34)","(18, 16, 36, 40, 60, 58, 11, 55, 28, 48, 20, 26, 57, 36, 36, 18, 34, 31, 53, 44)",394,402,True,0.01990049751243781
398,strongly_correlated,20,250,"(26, 28, 16, 39, 29, 24, 30, 46, 11, 42, 5, 3, 31, 36, 23, 5, 19, 27, 25, 35)","(36, 38, 26, 49, 39, 34, 40, 56, 21, 52, 15, 13, 41, 46, 33, 15, 29, 37, 35, 45)",371,380,True,0.02368421052631579
399,strongly_correlated,20,201,"(3, 11, 46, 40, 2, 40, 15, 7, 11, 44, 6, 35, 4, 3, 16, 25, 23, 35, 32, 4)","(13, 21, 56, 50, 12, 50, 25, 17, 21, 54, 16, 45, 14, 13, 26, 35, 33, 45, 42, 14)",347,350,True,0.008571428571428572
400,strongly_correlated,20,290,"(20, 36, 17, 6, 37, 32, 50, 50, 30, 27, 50, 28, 36, 17, 19, 29, 14, 43, 28, 10)","(30, 46, 27, 16, 47, 42, 60, 60, 40, 37, 60, 38, 46, 27, 29, 39, 24, 53, 38, 20)",407,420,True,0.030952380952380953
401,strongly_correlated,20,264,"(32, 7, 28, 18, 37, 26, 31, 21, 12, 20, 43, 29, 12, 8, 46, 44, 42, 5, 49, 17)","(42, 17, 38, 28, 47, 36, 41, 31, 22, 30, 53, 39, 22, 18, 56, 54, 52, 15, 59, 27)",364,394,True,0.07614213197969544
402,strongly_correlated,20,310,"(32, 7, 45, 42, 27, 26, 20, 36, 30, 27, 37, 26, 41, 44, 41, 47, 11, 1, 50, 31)","(42, 17, 55, 52, 37, 36, 30, 46, 40, 37, 47, 36, 51, 54, 51, 57, 21, 11, 60, 41)",394,430,True,0.08372093023255814
403,strongly_correlated,20,274,"(16, 40, 22, 3, 11, 18, 47, 46, 31, 10, 34, 36, 25, 48, 48, 24, 26, 10, 45, 8)","(26, 50, 32, 13, 21, 28, 57, 56, 41, 20, 44, 46, 35, 58, 58, 34, 36, 20, 55, 18)",414,414,False,0.0
404,strongly_correlated,20,200,"(6, 26, 1, 34, 6, 44, 39, 7, 22, 9, 26, 7, 2, 42, 43, 31, 6, 35, 1, 12)","(16, 36, 11, 44, 16, 54, 49, 17, 32, 19, 36, 17, 12, 52, 53, 41, 16, 45, 11, 22)",346,350,True,0.011428571428571429
405,strongly_correlated,20,288,"(3, 12, 46, 47, 30, 7, 45, 40, 37, 43, 36, 7, 44, 26, 38, 20, 15, 34, 13, 33)","(13, 22, 56, 57, 40, 17, 55, 50, 47, 53, 46, 17, 54, 36, 48, 30, 25, 44, 23, 43)",403,418,True,0.03588516746411483
406,strongly_correlated,20,194,"(27, 27, 26, 37, 20, 41, 8, 10, 3, 6, 9, 20, 6, 8, 28, 14, 40, 26, 27, 5)","(37, 37, 36, 47, 30, 51, 18, 20, 13, 16, 19, 30, 16, 18, 38, 24, 50, 36, 37, 15)",328,331,True,0.00906344410876133
407,strongly_correlated,20,294,"(43, 7, 19, 35, 26, 24, 40, 48, 30, 44, 34, 33, 25, 5, 25, 37, 28, 3, 48, 33)","(53, 17, 29, 45, 36, 34, 50, 58, 40, 54, 44, 43, 35, 15, 35, 47, 38, 13, 58, 43)",422,424,True,0.0047169811320754715
408,strongly_correlated,20,290,"(46, 29, 17, 36, 16, 38, 37, 7, 28, 33, 17, 5, 35, 49, 30, 34, 36, 38, 42, 7)","(56, 39, 27, 46, 26, 48, 47, 17, 38, 43, 27, 15, 45, 59, 40, 44, 46, 48, 52, 17)",378,410,True,0.07804878048780488
409,strongly_correlated,20,249,"(34, 36, 31, 10, 36, 27, 41, 7, 28, 45, 13, 34, 6, 34, 25, 13, 15, 17, 10, 36)","(44, 46, 41, 20, 46, 37, 51, 17, 38, 55, 23, 44, 16, 44, 35, 23, 25, 27, 20, 46)",366,379,True,0.03430079155672823
410,strongly_correlated,20,217,"(10, 44, 20, 2, 44, 22, 6, 20, 43, 46, 30, 14, 13, 11, 11, 31, 4, 21, 15, 27)","(20, 54, 30, 12, 54, 32, 16, 30, 53, 56, 40, 24, 23, 21, 21, 41, 14, 31, 25, 37)",336,357,True,0.058823529411764705
411,strongly_correlated,20,236,"(14, 2, 21, 13, 39, 13, 15, 31, 26, 14, 1, 48, 44, 34, 34, 50, 8, 47, 14, 5)","(24, 12, 31, 23, 49, 23, 25, 41, 36, 24, 11, 58, 54, 44, 44, 60, 18, 57, 24, 15)",351,376,True,0.06648936170212766
412,strongly_correlated,20,208,"(19, 46, 4, 7, 13, 8, 20, 13, 37, 13, 30, 31, 1, 5, 39, 45, 12, 23, 33, 17)","(29, 56, 14, 17, 23, 18, 30, 23, 47, 23, 40, 41, 11, 15, 49, 55, 22, 33, 43, 27)",325,348,True,0.06609195402298851
413,strongly_correlated,20,270,"(49, 41, 30, 12, 6, 36, 46, 48, 19, 12, 43, 36, 10, 17, 29, 18, 7, 35, 30, 17)","(59, 51, 40, 22, 16, 46, 56, 58, 29, 22, 53, 46, 20, 27, 39, 28, 17, 45, 40, 27)",372,400,True,0.07
414,strongly_correlated,20,276,"(28, 23, 39, 48, 15, 40, 18, 19, 5, 17, 35, 46, 45, 46, 9, 44, 23, 25, 9, 17)","(38, 33, 49, 58, 25, 50, 28, 29, 15, 27, 45, 56, 55, 56, 19, 54, 33, 35, 19, 27)",373,406,True,0.0812807881773399
415,strongly_correlated,20,224,"(50, 22, 16, 18, 13, 14, 36, 49, 9, 5, 36, 3, 30, 12, 14, 6, 50, 46, 2, 17)","(60, 32, 26, 28, 23, 24, 46, 59, 19, 15, 46, 13, 40, 22, 24, 16, 60, 56, 12, 27)",367,373,True,0.0160857908847185
416,strongly_correlated,20,322,"(17, 1, 33, 38, 39, 43, 47, 38, 19, 33, 21, 46, 46, 29, 42, 40, 50, 3, 36, 22)","(27, 11, 43, 48, 49, 53, 57, 48, 29, 43, 31, 56, 56, 39, 52, 50, 60, 13, 46, 32)",410,442,True,0.07239819004524888
417,strongly_correlated,20,230,"(39, 47, 6, 3, 48, 25, 19, 43, 3, 23, 1, 42, 30, 1, 50, 25, 6, 2, 21, 25)","(49, 57, 16, 13, 58, 35, 29, 53, 13, 33, 11, 52, 40, 11, 60, 35, 16, 12, 31, 35)",379,379,False,0.0
418,strongly_correlated,20,212,"(21, 23, 8, 20, 10, 18, 44, 33, 15, 18, 3, 11, 25, 21, 23, 38, 14, 20, 41, 19)","(31, 33, 18, 30, 20, 28, 54, 43, 25, 28, 13, 21, 35, 31, 33, 48, 24, 30, 51, 29)",328,342,True,0.04093567251461988
419,strongly_correlated,20,234,"(40, 44, 47, 9, 9, 19, 24, 46, 34, 6, 45, 1, 43, 34, 11, 5, 30, 18, 3, 1)","(50, 54, 57, 19, 19, 29, 34, 56, 44, 16, 55, 11, 53, 44, 21, 15, 40, 28, 13, 11)",344,374,True,0.08021390374331551
420,strongly_correlated,20,290,"(2, 44, 24, 18, 26, 7, 49, 43, 44, 43, 8, 2, 34, 21, 32, 42, 2, 49, 50, 40)","(12, 54, 34, 28, 36, 17, 59, 53, 54, 53, 18, 12, 44, 31, 42, 52, 12, 59, 60, 50)",388,420,True,0.0761904761904762
421,strongly_correlated,20,283,"(42, 40, 40, 17, 32, 43, 32, 18, 21, 34, 29, 27, 39, 16, 25, 35, 8, 19, 47, 2)","(52, 50, 50, 27, 42, 53, 42, 28, 31, 44, 39, 37, 49, 26, 35, 45, 18, 29, 57, 12)",410,413,True,0.007263922518159807
422,strongly_correlated,20,217,"(25, 19, 1, 21, 33, 39, 5, 40, 13, 20, 3, 30, 18, 10, 3, 31, 24, 34, 40, 25)","(35, 29, 11, 31, 43, 49, 15, 50, 23, 30, 13, 40, 28, 20, 13, 41, 34, 44, 50, 35)",357,357,False,0.0
423,strongly_correlated,20,346,"(21, 11, 35, 41, 49, 49, 47, 46, 37, 33, 28, 14, 21, 36, 15, 39, 30, 45, 49, 45)","(31, 21, 45, 51, 59, 59, 57, 56, 47, 43, 38, 24, 31, 46, 25, 49, 40, 55, 59, 55)",440,466,True,0.055793991416309016
424,strongly_correlated,20,252,"(36, 30, 44, 46, 9, 4, 45, 42, 27, 5, 15, 11, 1, 12, 48, 25, 43, 35, 13, 14)","(46, 40, 54, 56, 19, 14, 55, 52, 37, 15, 25, 21, 11, 22, 58, 35, 53, 45, 23, 24)",377,392,True,0.03826530612244898
425,strongly_correlated,20,300,"(27, 6, 11, 23, 4, 40, 48, 36, 47, 36, 15, 39, 48, 15, 39, 44, 24, 27, 35, 36)","(37, 16, 21, 33, 14, 50, 58, 46, 57, 46, 25, 49, 58, 25, 49, 54, 34, 37, 45, 46)",425,430,True,0.011627906976744186
426,strongly_correlated,20,270,"(11, 22, 47, 48, 23, 5, 13, 8, 20, 30, 43, 34, 36, 22, 3, 40, 42, 26, 48, 19)","(21, 32, 57, 58, 33, 15, 23, 18, 30, 40, 53, 44, 46, 32, 13, 50, 52, 36, 58, 29)",366,400,True,0.085
427,strongly_correlated,20,269,"(11, 40, 32, 24, 3, 11, 19, 6, 44, 45, 1, 33, 45, 46, 31, 22, 30, 46, 21, 28)","(21, 50, 42, 34, 13, 21, 29, 16, 54, 55, 11, 43, 55, 56, 41, 32, 40, 56, 31, 38)",369,399,True,0.07518796992481203
428,strongly_correlated,20,218,"(17, 4, 34, 29, 7, 39, 17, 17, 35, 7, 17, 31, 50, 5, 39, 25, 39, 11, 1, 11)","(27, 14, 44, 39, 17, 49, 27, 27, 45, 17, 27, 41, 60, 15, 49, 35, 49, 21, 11, 21)",339,358,True,0.05307262569832402
429,strongly_correlated,20,200,"(39, 8, 2, 22, 2, 15, 32, 25, 12, 2, 26, 27, 7, 36, 29, 19, 3, 35, 20, 38)","(49, 18, 12, 32, 12, 25, 42, 35, 22, 12, 36, 37, 17, 46, 39, 29, 13, 45, 30, 48)",330,340,True,0.029411764705882353
430,strongly_correlated,20,207,"(18, 43, 9, 2, 10, 14, 30, 21, 50, 20, 13, 5, 13, 37, 26, 27, 10, 14, 5, 47)","(28, 53, 19, 12, 20, 24, 40, 31, 60, 30, 23, 15, 23, 47, 36, 37, 20, 24, 15, 57)",357,357,False,0.0
431,strongly_correlated,20,230,"(19, 50, 2, 46, 3, 1, 44, 28, 41, 11, 14, 34, 13, 28, 35, 16, 23, 6, 19, 26)","(29, 60, 12, 56, 13, 11, 54, 38, 51, 21, 24, 44, 23, 38, 45, 26, 33, 16, 29, 36)",349,370,True,0.05675675675675676
432,strongly_correlated,20,282,"(38, 42, 43, 32, 5, 50, 25, 31, 46, 12, 16, 34, 41, 11, 43, 32, 33, 1, 14, 14)","(48, 52, 53, 42, 15, 60, 35, 41, 56, 22, 26, 44, 51, 21, 53, 42, 43, 11, 24, 24)",390,412,True,0.05339805825242718
433,strongly_correlated,20,256,"(13, 44, 32, 5, 3, 32, 40, 23, 20, 44, 8, 34, 15, 38, 13, 28, 44, 10, 21, 46)","(23, 54, 42, 15, 13, 42, 50, 33, 30, 54, 18, 44, 25, 48, 23, 38, 54, 20, 31, 56)",353,386,True,0.08549222797927461
434,strongly_correlated,20,198,"(24, 5, 34, 13, 25, 33, 19, 2, 11, 30, 47, 28, 22, 10, 24, 36, 3, 3, 22, 5)","(34, 15, 44, 23, 35, 43, 29, 12, 21, 40, 57, 38, 32, 20, 34, 46, 13, 13, 32, 15)",328,338,True,0.029585798816568046
435,strongly_correlated,20,256,"(13, 34, 32, 20, 4, 37, 40, 45, 45, 31, 21, 35, 35, 9, 6, 36, 20, 15, 5, 30)","(23, 44, 42, 30, 14, 47, 50, 55, 55, 41, 31, 45, 45, 19, 16, 46, 30, 25, 15, 40)",370,386,True,0.04145077720207254
436,strongly_correlated,20,280,"(25, 31, 50, 26, 15, 12, 24, 16, 36, 42, 7, 23, 46, 37, 7, 50, 4, 41, 29, 39)","(35, 41, 60, 36, 25, 22, 34, 26, 46, 52, 17, 33, 56, 47, 17, 60, 14, 51, 39, 49)",385,410,True,0.06097560975609756
437,strongly_correlated,20,257,"(34, 19, 7, 2, 9, 1, 38, 17, 29, 41, 48, 49, 31, 37, 24, 43, 43, 18, 21, 3)","(44, 29, 17, 12, 19, 11, 48, 27, 39, 51, 58, 59, 41, 47, 34, 53, 53, 28, 31, 13)",392,396,True,0.010101010101010102
438,strongly_correlated,20,225,"(14, 36, 37, 33, 6, 48, 19, 35, 38, 28, 4, 46, 1, 9, 25, 26, 15, 9, 4, 17)","(24, 46, 47, 43, 16, 58, 29, 45, 48, 38, 14, 56, 11, 19, 35, 36, 25, 19, 14, 27)",350,365,True,0.0410958904109589
439,strongly_correlated,20,292,"(26, 22, 20, 27, 18, 33, 28, 50, 17, 39, 27, 31, 45, 42, 18, 15, 29, 45, 20, 33)","(36, 32, 30, 37, 28, 43, 38, 60, 27, 49, 37, 41, 55, 52, 28, 25, 39, 55, 30, 43)",387,412,True,0.06067961165048544
440,strongly_correlated,20,234,"(8, 49, 6, 20, 19, 15, 14, 13, 4, 21, 36, 41, 37, 16, 39, 25, 42, 9, 15, 38)","(18, 59, 16, 30, 29, 25, 24, 23, 14, 31, 46, 51, 47, 26, 49, 35, 52, 19, 25, 48)",361,374,True,0.034759358288770054
441,strongly_correlated,20,280,"(12, 26, 45, 49, 40, 10, 31, 50, 14, 29, 48, 20, 39, 1, 27, 18, 7, 33, 24, 38)","(22, 36, 55, 59, 50, 20, 41, 60, 24, 39, 58, 30, 49, 11, 37, 28, 17, 43, 34, 48)",382,410,True,0.06829268292682927
442,strongly_correlated,20,274,"(24, 50, 29, 40, 29, 28, 27, 31, 25, 10, 49, 37, 45, 16, 21, 26, 6, 16, 22, 16)","(34, 60, 39, 50, 39, 38, 37, 41, 35, 20, 59, 47, 55, 26, 31, 36, 16, 26, 32, 26)",396,404,True,0.019801980198019802
443,strongly_correlated,20,246,"(49, 9, 2, 41, 42, 18, 22, 19, 7, 18, 15, 1, 23, 46, 37, 46, 35, 33, 8, 22)","(59, 19, 12, 51, 52, 28, 32, 29, 17, 28, 25, 11, 33, 56, 47, 56, 45, 43, 18, 32)",372,386,True,0.03626943005181347
